1575148769.806153,0
1575148769.911071,41
1575148770.026978,88
1575148770.131710,100
1575148770.237236,100
1575148770.348100,100
1575148770.455347,99
1575148770.561292,100
1575148770.670114,99
1575148770.777569,100
1575148770.883368,58
1575148770.991828,64
1575148771.097474,62
1575148771.202224,81
1575148771.306937,91
1575148771.411131,80
1575148771.520182,79
1575148771.628585,55
1575148771.744319,53
1575148771.849644,59
1575148771.955651,62
1575148772.061190,64
1575148772.174530,72
1575148772.280250,81
1575148772.386469,81
1575148772.491039,56
1575148772.596397,56
1575148772.701026,63
1575148772.806371,63
1575148772.919471,73
1575148773.025429,73
1575148773.130165,81
1575148773.234909,81
1575148773.341281,56
1575148773.458961,54
1575148773.565782,53
1575148773.673249,53
1575148773.778389,54
1575148773.891595,55
1575148773.997878,56
1575148774.103039,55
1575148774.207922,55
1575148774.315699,56
1575148774.431730,56
1575148774.536837,55
1575148774.641395,55
1575148774.746943,56
1575148774.857019,55
1575148774.965639,56
1575148775.072485,57
1575148775.176572,57
1575148775.282098,57
1575148775.387579,56
1575148775.498403,56
1575148775.604840,57
1575148775.712301,59
1575148775.817448,58
1575148775.922627,59
1575148776.027464,59
1575148776.132425,59
1575148776.237345,61
1575148776.352952,60
1575148776.458955,59
1575148776.564537,58
1575148776.674825,58
1575148776.779997,59
1575148776.887414,59
1575148776.992548,60
1575148777.097832,59
1575148777.205284,60
1575148777.319779,60
1575148777.437400,61
1575148777.546862,60
1575148777.654454,62
1575148777.758790,62
1575148777.864717,61
1575148777.971368,62
1575148778.076741,63
1575148778.184674,62
1575148778.305541,61
1575148778.413293,63
1575148778.523208,72
1575148778.643454,74
1575148778.748375,74
1575148778.853646,84
1575148778.959060,83
1575148779.064132,91
1575148779.173408,91
1575148779.278646,65
1575148779.384896,66
1575148779.490099,72
1575148779.594891,71
1575148779.702056,75
1575148779.807477,80
1575148779.917072,85
1575148780.035265,92
1575148780.140297,92
1575148780.257815,66
1575148780.362288,67
1575148780.467271,71
1575148780.572896,73
1575148780.677902,76
1575148780.783261,81
1575148780.888250,86
1575148780.992597,97
1575148781.097859,93
1575148781.202256,77
1575148781.307670,66
1575148781.423762,66
1575148781.546598,67
1575148781.660502,65
1575148781.764772,68
1575148781.869362,68
1575148781.981109,67
1575148782.090761,66
1575148782.195377,67
1575148782.300360,67
1575148782.405416,69
1575148782.509830,68
1575148782.615043,68
1575148782.721978,69
1575148782.830267,69
1575148782.942394,68
1575148783.049186,69
1575148783.157060,70
1575148783.263186,70
1575148783.368685,69
1575148783.486548,69
1575148783.591668,69
1575148783.697809,68
1575148783.812546,70
1575148783.917239,70
1575148784.021867,70
1575148784.127544,70
1575148784.237157,70
1575148784.343557,70
1575148784.449761,70
1575148784.561630,72
1575148784.666090,71
1575148784.786401,71
1575148784.894748,72
1575148785.001079,71
1575148785.106110,70
1575148785.211351,70
1575148785.320849,72
1575148785.425777,74
1575148785.530350,72
1575148785.641207,72
1575148785.745718,72
1575148785.851190,72
1575148785.956440,72
1575148786.065978,73
1575148786.171236,74
1575148786.277207,74
1575148786.382572,74
1575148786.497871,73
1575148786.609646,73
1575148786.715167,74
1575148786.825446,75
1575148786.932966,76
1575148787.038805,76
1575148787.143709,82
1575148787.249055,81
1575148787.355552,84
1575148787.461164,85
1575148787.568675,96
1575148787.676203,95
1575148787.788601,94
1575148787.902247,92
1575148788.012792,95
1575148788.122086,95
1575148788.227358,79
1575148788.333929,76
1575148788.441224,75
1575148788.548027,77
1575148788.655279,77
1575148788.761063,77
1575148788.867147,78
1575148788.972844,79
1575148789.078460,78
1575148789.184282,84
1575148789.291302,84
1575148789.405936,86
1575148789.513708,85
1575148789.619593,91
1575148789.730102,91
1575148789.839282,99
1575148789.946022,100
1575148790.050575,92
1575148790.156594,93
1575148790.261898,86
1575148790.368370,85
1575148790.473924,78
1575148790.578374,79
1575148790.683827,79
1575148790.788839,79
1575148790.896671,78
1575148791.008385,80
1575148791.124057,80
1575148791.229303,80
1575148791.344918,80
1575148791.450538,82
1575148791.556141,91
1575148791.662840,90
1575148791.770094,88
1575148791.875860,91
1575148791.981169,95
1575148792.086790,99
1575148792.191701,98
1575148792.296974,93
1575148792.402153,94
1575148792.507178,93
1575148792.612341,41
1575148792.731948,41
1575148792.840769,41
1575148792.947042,40
1575148793.055961,41
1575148793.160919,46
1575148793.267438,45
1575148793.375843,46
1575148793.482240,43
1575148793.587130,41
1575148793.692302,42
1575148793.797808,42
1575148793.902593,42
1575148794.007754,43
1575148794.113073,43
1575148794.220440,43
1575148794.328794,43
1575148794.433948,45
1575148794.538747,44
1575148794.643419,44
1575148794.749739,44
1575148794.854846,45
1575148794.972163,46
1575148795.083400,45
1575148795.188890,46
1575148795.293627,46
1575148795.398787,46
1575148795.503976,46
1575148795.613073,46
1575148795.720467,46
1575148795.825647,46
1575148795.931005,48
1575148796.035801,48
1575148796.144319,48
1575148796.260371,48
1575148796.371732,47
1575148796.476365,49
1575148796.581137,50
1575148796.686362,49
1575148796.790970,48
1575148796.899674,48
1575148797.004182,50
1575148797.110328,50
1575148797.215610,50
1575148797.320610,50
1575148797.425847,50
1575148797.531008,50
1575148797.637270,50
1575148797.743869,51
1575148797.848859,50
1575148797.953040,50
1575148798.061159,53
1575148798.166707,52
1575148798.278952,53
1575148798.386563,51
1575148798.492371,52
1575148798.597822,60
1575148798.707623,60
1575148798.813065,64
1575148798.918748,73
1575148799.023668,73
1575148799.128754,81
1575148799.235731,81
1575148799.340999,56
1575148799.445816,55
1575148799.550152,65
1575148799.661740,64
1575148799.767871,69
1575148799.874629,74
1575148799.989200,83
1575148800.096281,84
1575148800.200597,58
1575148800.305588,56
1575148800.414052,63
1575148800.530192,66
1575148800.635289,76
1575148800.739737,77
1575148800.845232,85
1575148800.950206,86
1575148801.055213,57
1575148801.161274,56
1575148801.266925,55
1575148801.377006,57
1575148801.488663,56
1575148801.605554,56
1575148801.711238,57
1575148801.831804,57
1575148801.942630,59
1575148802.046619,58
1575148802.151160,59
1575148802.255687,59
1575148802.359971,59
1575148802.467284,59
1575148802.573073,59
1575148802.683312,60
1575148802.790891,58
1575148802.896047,60
1575148803.002469,58
1575148803.111317,59
1575148803.225684,59
1575148803.337678,60
1575148803.443426,60
1575148803.550945,60
1575148803.655325,60
1575148803.759654,61
1575148803.872273,62
1575148803.976590,62
1575148804.087165,61
1575148804.191929,61
1575148804.299998,60
1575148804.404956,61
1575148804.509304,61
1575148804.617136,62
1575148804.725739,61
1575148804.835695,62
1575148804.940579,62
1575148805.053156,64
1575148805.157671,64
1575148805.262199,64
1575148805.366901,64
1575148805.471510,64
1575148805.576766,64
1575148805.682142,64
1575148805.787093,65
1575148805.891947,64
1575148805.997644,64
1575148806.101716,65
1575148806.206598,72
1575148806.317047,72
1575148806.421167,75
1575148806.525922,75
1575148806.631632,86
1575148806.743385,91
1575148806.851217,94
1575148806.964476,82
1575148807.076391,67
1575148807.181621,73
1575148807.285990,72
1575148807.391077,76
1575148807.500900,77
1575148807.605558,86
1575148807.711380,90
1575148807.817084,94
1575148807.921845,93
1575148808.026969,70
1575148808.132300,70
1575148808.239530,78
1575148808.349255,79
1575148808.455176,77
1575148808.562375,88
1575148808.669231,89
1575148808.777191,93
1575148808.888096,94
1575148808.993051,73
1575148809.097706,73
1575148809.205623,68
1575148809.313531,68
1575148809.417553,68
1575148809.521617,70
1575148809.629288,70
1575148809.733753,71
1575148809.838418,70
1575148809.948307,71
1575148810.053248,70
1575148810.160512,71
1575148810.269779,71
1575148810.381106,71
1575148810.487690,70
1575148810.601644,70
1575148810.709708,69
1575148810.813919,69
1575148810.921182,70
1575148811.025647,71
1575148811.129826,71
1575148811.233580,72
1575148811.338159,72
1575148811.443025,72
1575148811.547612,71
1575148811.659035,72
1575148811.763585,72
1575148811.867632,72
1575148811.973667,73
1575148812.094229,73
1575148812.198368,73
1575148812.308518,73
1575148812.413258,73
1575148812.522512,73
1575148812.627315,73
1575148812.732198,74
1575148812.841565,74
1575148812.946838,73
1575148813.051724,72
1575148813.157191,74
1575148813.261275,76
1575148813.367025,73
1575148813.471972,74
1575148813.576983,73
1575148813.682184,75
1575148813.791133,74
1575148813.901977,75
1575148814.012480,76
1575148814.123050,76
1575148814.247822,75
1575148814.353649,75
1575148814.457664,76
1575148814.566952,75
1575148814.675316,77
1575148814.788986,76
1575148814.893747,78
1575148814.999980,77
1575148815.104295,84
1575148815.209421,83
1575148815.314664,86
1575148815.419093,86
1575148815.524245,97
1575148815.628734,97
1575148815.733748,100
1575148815.840040,93
1575148815.945031,94
1575148816.050500,100
1575148816.156891,99
1575148816.261784,78
1575148816.366790,78
1575148816.472404,78
1575148816.577155,60
1575148816.681164,39
1575148816.786024,39
1575148816.891634,39
1575148816.997430,41
1575148817.102720,47
1575148817.207014,49
1575148817.311333,59
1575148817.419054,68
1575148817.523904,69
1575148817.629401,43
1575148817.735640,51
1575148817.840949,52
1575148817.946353,50
1575148818.052623,60
1575148818.158588,72
1575148818.263948,69
1575148818.373448,44
1575148818.477670,41
1575148818.582223,42
1575148818.688449,43
1575148818.794963,43
1575148818.900683,42
1575148819.005419,44
1575148819.111532,43
1575148819.221710,44
1575148819.335270,44
1575148819.443603,44
1575148819.564552,45
1575148819.670502,44
1575148819.776058,44
1575148819.880790,45
1575148819.986110,44
1575148820.092744,46
1575148820.199684,46
1575148820.320180,46
1575148820.435999,45
1575148820.540522,48
1575148820.646661,48
1575148820.756140,48
1575148820.876299,46
1575148820.980855,47
1575148821.085651,48
1575148821.190877,47
1575148821.295953,48
1575148821.401853,48
1575148821.518640,48
1575148821.623063,47
1575148821.728006,48
1575148821.832777,49
1575148821.942139,48
1575148822.052600,50
1575148822.167471,50
1575148822.281442,49
1575148822.386509,49
1575148822.491433,50
1575148822.595560,50
1575148822.711200,50
1575148822.823727,50
1575148822.929901,51
1575148823.034718,51
1575148823.140414,51
1575148823.246052,51
1575148823.359299,51
1575148823.474140,53
1575148823.581064,60
1575148823.695565,63
1575148823.806750,74
1575148823.917438,72
1575148824.022504,81
1575148824.127710,68
1575148824.232811,55
1575148824.337760,61
1575148824.442517,58
1575148824.547850,64
1575148824.653032,74
1575148824.758161,79
1575148824.864471,81
1575148824.971497,65
1575148825.078228,58
1575148825.198303,62
1575148825.304540,63
1575148825.425696,66
1575148825.532405,76
1575148825.637741,88
1575148825.748789,84
1575148825.853561,64
1575148825.959190,57
1575148826.064306,56
1575148826.169313,56
1575148826.276757,56
1575148826.398041,56
1575148826.509711,57
1575148826.625693,57
1575148826.731014,57
1575148826.836896,58
1575148826.943629,59
1575148827.049300,58
1575148827.154532,59
1575148827.261624,58
1575148827.367431,57
1575148827.472369,58
1575148827.578631,58
1575148827.684177,59
1575148827.790044,58
1575148827.907661,58
1575148828.016608,60
1575148828.127240,59
1575148828.237626,60
1575148828.356241,60
1575148828.462621,61
1575148828.570130,60
1575148828.676319,62
1575148828.782184,60
1575148828.892326,61
1575148829.001742,62
1575148829.111564,60
1575148829.229154,60
1575148829.349157,63
1575148829.458330,63
1575148829.563986,62
1575148829.668536,62
1575148829.773080,63
1575148829.878247,61
1575148829.983571,62
1575148830.088798,62
1575148830.193755,62
1575148830.298709,62
1575148830.405881,62
1575148830.523341,61
1575148830.640166,37
1575148830.744627,0
1575148830.864407,0
